id,codigo_cie10,nombre,categoria,activo
5528,N02.9,"HEMATURIA RECURRENTE Y PERSISTENTE, NO ESPECIFICADA",N02,True
5529,N03,SINDROME NEFRITICO CRONICO,N03,True
5530,N03.0,"SINDROME NEFRITICO CRONICO, ANOMALIA GLOMERULAR MINIMA",N03,True
5531,N03.1,"SINDROME NEFRITICO CRONICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",N03,True
5532,N03.2,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",N03,True
5533,N03.3,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",N03,True
5534,N03.4,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",N03,True
5535,N03.5,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",N03,True
5536,N03.6,"SINDROME NEFRITICO CRONICO, ENFERMEDAD POR DEPOSITOS DENSOS",N03,True
5537,N03.7,"SINDROME NEFRITICO CRONICO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",N03,True
5538,N03.8,"SINDROME NEFRITICO CRONICO, OTRAS",N03,True
5539,N03.9,"SINDROME NEFRITICO CRONICO, NO ESPECIFICADA",N03,True
5540,N04,SINDROME NEFROTICO,N04,True
5541,N04.0,"SINDROME NEFROTICO,  ANOMALIA GLOMERULAR MINIMA",N04,True
5542,N04.1,"SINDROME NEFROTICO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",N04,True
5543,N04.2,"SINDROME NEFROTICO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",N04,True
5544,N04.3,"SINDROME NEFROTICO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",N04,True
5545,N04.4,"SINDROME NEFROTICO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",N04,True
5546,N04.5,"SINDROME NEFROTICO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",N04,True
5547,N04.6,"SINDROME NEFROTICO, ENFERMEDAD POR DEPOSITOS DENSOS",N04,True
5548,N04.7,"SINDROME NEFROTICO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",N04,True
5549,N04.8,"SINDROME NEFROTICO, OTRAS",N04,True
5550,N04.9,"SINDROME NEFROTICO, NO ESPECIFICADA",N04,True
5551,N05,SINDROME NEFRITICO NO ESPECIFICADO,N05,True
5552,N05.0,"SINDROME NEFRITICO NO ESPECIFICADO,  ANOMALIA GLOMERULAR MINIMA",N05,True
5553,N05.1,"SINDROME NEFRITICO NO ESPECIFICADO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",N05,True
5554,N05.2,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",N05,True
5555,N05.3,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",N05,True
5556,N05.4,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",N05,True
5557,N05.5,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",N05,True
5558,N05.6,"SINDROME NEFRITICO NO ESPECIFICADO, ENFERMEDAD POR DEPOSITOS DENSOS",N05,True
5559,N05.7,"SINDROME NEFRITICO NO ESPECIFICADO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",N05,True
5560,N05.8,"SINDROME NEFRITICO NO ESPECIFICADO, OTRAS",N05,True
5561,N05.9,"SINDROME NEFRITICO NO ESPECIFICADO, NO ESPECIFICADA",N05,True
5562,N06,PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA,N06,True
5563,N06.0,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA,  ANOMALIA GLOMERULAR MINIMA",N06,True
5564,N06.1,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",N06,True
5565,N06.2,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",N06,True
5566,N06.3,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",N06,True
5567,N06.4,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",N06,True
5568,N06.5,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",N06,True
5569,N06.6,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, ENFERMEDAD POR DEPOSITOS DENSOS",N06,True
5570,N06.7,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",N06,True
5571,N06.8,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, OTRAS",N06,True
5572,N06.9,"PROTEINURIA AISLADA CON LESION MORFOLOGICA ESPECIFICADA, NO ESPECIFICADA",N06,True
5573,N07,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE",N07,True
5574,N07.0,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE,  ANOMALIA GLOMERULAR MINIMA",N07,True
5575,N07.1,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",N07,True
5576,N07.2,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",N07,True
5577,N07.3,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",N07,True
5578,N07.4,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",N07,True
5579,N07.5,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",N07,True
5580,N07.6,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, ENFERMEDAD POR DEPOSITOS DENSOS",N07,True
5581,N28.9,"TRASTORNO DEL RIÑON Y DEL URETER, NO ESPECIFICADO",N28,True
5582,N29,OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N29,True
5583,N29.0,SIFILIS RENAL TARDIA (A52.7+),N29,True
5584,N29.1,OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,N29,True
5585,N29.8,OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N29,True
5586,N30,CISTITIS,N30,True
5587,N30.0,CISTITIS AGUDA,N30,True
5588,N30.1,CISTITIS INTERSTICIAL (CRONICA),N30,True
5589,N30.2,OTRAS CISTITIS CRONICAS,N30,True
5590,N30.3,TRIGONITIS,N30,True
5591,N30.4,CISTITIS POR IRRADIACION,N30,True
5592,N30.8,OTRAS CISTITIS,N30,True
5593,N30.9,"CISTITIS, NO ESPECIFICADA",N30,True
5594,N31,"DISFUNCION NEUROMUSCULAR DE LA VEJIGA, NO CLASIFICADA EN OTRA PARTE",N31,True
5595,N31.0,"VEJIGA NEUROPATICA NO INHIBIDA, NO CLASIFICADA EN OTRA PARTE",N31,True
5596,N31.1,"VEJIGA NEUROPATICA REFLEJA, NO CLASIFICADA EN OTRA PARTE",N31,True
5597,N31.2,"VEJIGA NEUROPATICA FLACIDA, NO CLASIFICADA EN OTRA PARTE",N31,True
5598,N31.8,OTRAS DISFUNCIONES NEUROMUSCULARES DE LA VEJIGA,N31,True
5599,N31.9,"DISFUNCION NEUROMUSCULAR DE LA VEJIGA, NO ESPECIFICADA",N31,True
5600,N32,OTROS TRASTORNOS DE LA VEJIGA,N32,True
5601,N32.0,OBSTRUCCION DE CUELLO DE LA VEJIGA,N32,True
5602,N32.1,FISTULA VESICOINTESTINAL,N32,True
5603,N32.2,"FISTULA DE LA VEJIGA, NO CLASIFICADA EN OTRA PARTE",N32,True
5604,N32.3,DIVERTICULO DE LA VEJIGA,N32,True
5605,N32.4,"RUPTURA DE LA VEJIGA, NO TRAUMATICA",N32,True
5606,N32.8,OTROS TRASTORNOS ESPECIFICADOS DE LA VEJIGA,N32,True
5607,N32.9,"TRASTORNO DE LA VEJIGA, NO ESPECIFICADO",N32,True
5608,N33,TRASTORNOS DE LA VEJIGA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N33,True
5609,N33.0,CISTITIS TUBERCULOSA (A18.1+),N33,True
5610,N33.8,TRASTORNOS DE LA VEJIGA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N33,True
5611,N34,URETRITIS Y SINDROME URETRAL,N34,True
5612,N34.0,ABSCESO URETRAL,N34,True
5613,N34.1,URETRITIS NO ESPECIFICA,N34,True
5614,N34.2,OTRAS URETRITIS,N34,True
5615,N34.3,"SINDROME URETRAL, NO ESPECIFICADO",N34,True
5616,N35,ESTRECHEZ URETRAL,N35,True
5617,N35.0,ESTRECHEZ URETRAL POSTRAUMATICA,N35,True
5618,N35.1,"ESTRECHEZ URETRAL POSTINFECCION, NO CLASIFICADA EN OTRA PARTE",N35,True
5619,N35.8,OTRAS ESTRECHECES URETRALES,N35,True
5620,N35.9,"ESTRECHEZ URETRAL, NO ESPECIFICADA",N35,True
5621,N36,OTROS TRASTORNOS DE LA URETRA,N36,True
5622,N36.0,FISTULA DE LA URETRA,N36,True
5623,N36.1,DIVERTICULO DE LA URETRA,N36,True
5624,N36.2,CARUNCULA URETRAL,N36,True
5625,N36.3,PROLAPSO DE LA MUCOSA URETRAL,N36,True
5626,N36.8,OTROS TRASTORNOS ESPECIFICADOS DE LA URETRA,N36,True
5627,N36.9,"TRASTORNO DE LA URETRA, NO ESPECIFICADO",N36,True
5628,N37,TRASTORNOS DE LA URETRA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N37,True
5629,N37.0,URETRITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N37,True
5630,N37.8,OTROS TRASTORNOS URETRALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N37,True
5631,N39,OTROS TRASTORNOS DEL SISTEMA URINARIO,N39,True
5632,N39.0,"INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO",N39,True
5633,N39.1,"PROTEINURIA PERSISTENTE, NO ESPECIFICADA",N39,True
5634,N39.2,"PROTEINURIA ORTOSTATICA, NO ESPECIFICADA",N39,True
5635,N39.3,INCONTINENCIA URINARIA POR TENSION,N39,True
5636,N39.4,OTRAS INCONTINENCIAS URINARIAS ESPECIFICADAS,N39,True
5637,N39.8,OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA URINARIO,N39,True
5638,N39.9,"TRASTORNO DEL SISTEMA URINARIO, NO ESPECIFICADO",N39,True
5639,N40,HIPERPLASIA DE LA PROSTATA,N40,True
5640,N41,ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,N41,True
5641,N41.0,PROSTATITIS AGUDA,N41,True
5642,N41.1,PROSTATITIS CRONICA,N41,True
5643,N41.2,ABSCESO DE LA PROSTATA,N41,True
5644,N41.3,PROSTATOCISTITIS,N41,True
5645,N41.8,OTRAS ENFERMEDADES INFLAMATORIAS DE LA PROSTATA,N41,True
5646,N41.9,"ENFERMEDAD INFLAMATORIA DE LA PROSTATA, NO ESPECIFICADA",N41,True
5647,N42,OTROS TRASTORNOS DE LA PROSTATA,N42,True
5648,N42.0,CALCULO DE LA PROSTATA,N42,True
5649,N42.1,CONGESTION Y HEMORRAGIA DE LA PROSTATA,N42,True
5650,N42.2,ATROFIA DE LA PROSTATA,N42,True
5651,N42.8,OTROS TRASTORNOS ESPECIFICADOS DE LA PROSTATA,N42,True
5652,N42.9,"TRASTORNO DE LA PROSTATA, NO ESPECIFICADO",N42,True
5653,N43,HIDROCELE Y ESPERMATOCELE,N43,True
5654,N43.0,HIDROCELE ENQUISTADO,N43,True
5655,N43.1,HIDROCELE INFECTADO,N43,True
5656,N43.3,"HIDROCELE, NO ESPECIFICADO",N43,True
5657,N43.4,ESPERMATOCELE,N43,True
5658,N44,TORSION DEL TESTICULO,N44,True
5659,N45,ORQUITIS Y EPIDIDIMITIS,N45,True
5660,N45.0,"ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS CON ABSCESO",N45,True
5661,N45.9,"ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS SIN ABSCESO",N45,True
5662,N46,ESTERILIDAD EN EL VARON,N46,True
5663,N47,"PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS",N47,True
5664,N48,OTROS TRASTORNOS DEL PENE,N48,True
5665,N48.0,LEUCOPLASIA DEL PENE,N48,True
5666,N48.1,BALANOPOSTITIS,N48,True
5667,N48.2,OTROS TRASTORNOS INFLAMATORIOS DEL PENE,N48,True
5668,N48.3,PRIAPISMO,N48,True
5669,N48.4,IMPOTENCIA DE ORIGEN ORGANICO,N48,True
5670,N48.5,ULCERA DEL PENE,N48,True
5671,N48.6,BALANITIS XEROTICA OBLITERANTE,N48,True
5672,N48.8,OTROS TRASTORNOS ESPECIFICADOS DEL PENE,N48,True
5673,N48.9,"TRASTORNO DEL PENE, NO ESPECIFICADO",N48,True
5674,N49,"TRASTORNOS INFLAMATORIOS DE ORGANOS GENITALES MASCULINOS, NO CLASIFICADOS EN OTRA PARTE",N49,True
5675,N49.0,TRASTORNOS INFLAMATORIOS DE VESICULA SEMINAL,N49,True
5676,N49.1,"TRASTORNOS INFLAMATORIOS DEL CORDON ESPERMATICO, TUNICA VAGINAL Y CONDUCTO DEFERENTE",N49,True
5677,N49.2,TRASTORNOS INFLAMATORIOS DEL ESCROTO,N49,True
5678,N49.8,OTROS TRASTORNOS INFLAMATORIOS DE LOS ORGANOS GENITALES MASCULINOS,N49,True
5679,N49.9,"TRASTORNO INFLAMATORIO DE ORGANO GENITAL MASCULINO, NO ESPECIFICADO",N49,True
5680,N50,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS,N50,True
5681,N50.0,ATROFIA DEL TESTICULO,N50,True
5682,N50.1,TRASTORNOS VASCULARES DE LOS ORGANOS GENITALES MASCULINOS,N50,True
5683,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,N50,True
5684,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,N50,True
5685,N51,TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N51,True
5686,N51.0,TRASTORNOS DE PROSTATA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N51,True
5687,N51.1,TRASTORNOS DEL TESTICULO Y DEL EPIDIDIMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N51,True
5688,N51.2,BALANITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N51,True
5689,N51.8,OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N51,True
5690,N60,DISPLASIA MAMARIA BENIGNA,N60,True
5691,N60.0,QUISTE SOLITARIO DE LA MAMA,N60,True
5692,N60.1,MASTOPATIA QUISTICA DIFUSA,N60,True
5693,N60.2,FIBROADENOSIS DE MAMA,N60,True
5694,N60.3,FIBROESCLEROSIS DE MAMA,N60,True
5695,N60.4,ECTASIA DE CONDUCTO MAMARIO,N60,True
5696,N60.8,OTRAS DISPLASIAS MAMARIAS BENIGNAS,N60,True
5697,N60.9,"DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACION",N60,True
5698,N61,TRASTORNOS INFLAMATORIOS DE LA MAMA,N61,True
5699,N62,HIPERTROFIA DE LA MAMA,N62,True
5700,N63,MASA NO ESPECIFICADA EN LA MAMA,N63,True
5701,N64,OTROS TRASTORNOS DE LA MAMA,N64,True
5702,N64.0,FISURA Y FISTULA DEL PEZON,N64,True
5703,N64.1,NECROSIS GRASA DE LA MAMA,N64,True
5704,N64.2,ATROFIA DE LA MAMA,N64,True
5705,N64.3,GALACTORREA NO ASOCIADA CON EL PARTO,N64,True
5706,N64.4,MASTODINIA,N64,True
5707,N64.5,OTROS SIGNOS Y SINTOMAS RELATIVOS A LA MAMA,N64,True
5708,N64.8,OTROS TRASTORNOS ESPECIFICADOS DE LA MAMA,N64,True
5709,N64.9,"TRASTORNO DE LA MAMA, NO ESPECIFICADO",N64,True
5710,N70,SALPINGITIS Y OOFORITIS,N70,True
5711,N70.0,SALPINGITIS Y OOFORITIS AGUDA,N70,True
5712,N70.1,SALPINGITIS Y OOFORITIS CRONICA,N70,True
5713,N70.9,"SALPINGITIS Y OOFORITIS, NO ESPECIFICADAS",N70,True
5714,N71,"ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO",N71,True
5715,N71.0,ENFERMEDAD INFLAMATORIA AGUDA DEL UTERO,N71,True
5716,N71.1,ENFERMEDAD INFLAMATORIA CRONICA DEL UTERO,N71,True
5717,N71.9,"ENFERMEDAD INFLAMATORIA DEL UTERO, NO ESPECIFICADA",N71,True
5718,N72,ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO,N72,True
5719,N73,OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS,N73,True
5720,N73.0,PARAMETRITIS Y CELULITIS PELVICA AGUDA,N73,True
5721,N73.1,PARAMETRITIS Y CELULITIS PELVICA CRONICA,N73,True
5722,N73.2,PARAMETRITIS Y CELULITIS PELVICA NO ESPECIFICADA,N73,True
5723,N73.3,"PERITONITIS PELVICA AGUDA, FEMENINA",N73,True
5724,N73.4,"PERITONITIS PELVICA CRONICA, FEMENINA",N73,True
5725,N73.5,"PERITONITIS PELVICA FEMENINA, NO ESPECIFICADA",N73,True
5726,N73.6,ADHERENCIAS PERITONEALES PELVICAS FEMENINAS,N73,True
5727,N73.8,OTRAS ENFERMEDADES INFLAMATORIAS PELVICAS FEMENINAS,N73,True
5728,N73.9,"ENFERMEDAD INFLAMATORIA PELVICA FEMENINA, NO ESPECIFICADA",N73,True
5729,N74,TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N74,True
5730,N74.0,INFECCION TUBERCULOSA DEL CUELLO DEL UTERO (A18.1+),N74,True
5731,N74.1,ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR TUBERCULOSIS (A18.1+),N74,True
5732,N74.2,"ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR SIFILIS (A51.4+, A52.7+)",N74,True
5733,N74.3,ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR GONOCOCOS (A54.2+),N74,True
5734,N74.4,ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR CLAMIDIAS (A56.1+),N74,True
5735,N74.8,TRASTORNOS INFLAMATORIOS PELVICOS FEMENINOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N74,True
5736,N75,ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,N75,True
5737,N75.0,QUISTE DE LA GLANDULA DE BARTHOLIN,N75,True
5738,N75.1,ABSCESO DE LA GLANDULA DE BARTHOLIN,N75,True
5739,N75.8,OTRAS ENFERMEDADES DE LA GLANDULA DE BARTHOLIN,N75,True
5740,N75.9,"ENFERMEDAD DE LA GLANDULA DE BARTHOLIN, NO ESPECIFICADA",N75,True
5741,N76,OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA,N76,True
5742,N76.0,VAGINITIS AGUDA,N76,True
5743,N76.1,VAGINITIS SUBAGUDA Y CRONICA,N76,True
5744,N76.2,VULVITIS AGUDA,N76,True
5745,N76.3,VULVITIS SUBAGUDA Y CRONICA,N76,True
5746,N76.4,ABSCESO VULVAR,N76,True
5747,N76.5,ULCERACION DE LA VAGINA,N76,True
5748,N76.6,ULCERACION DE LA VULVA,N76,True
5749,N76.8,OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA,N76,True
5750,N77,ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N77,True
5751,N77.0,ULCERACION DE LA VULVA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,N77,True
5752,N77.1,"VAGINITIS, VULVITIS Y VULVOVAGINITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE",N77,True
5753,N77.8,ULCERACION E INFLAMACION VULVOVAGINAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N77,True
5754,N80,ENDOMETRIOSIS,N80,True
5755,N80.0,ENDOMETRIOSIS DEL UTERO,N80,True
5756,N80.1,ENDOMETRIOSIS DEL OVARIO,N80,True
5757,N80.2,ENDOMETRIOSIS DE LA TROMPA DE FALOPIO,N80,True
5758,N80.3,ENDOMETRIOSIS DEL PERITONEO PELVICO,N80,True
5759,N80.4,ENDOMETRIOSIS DEL TABIQUE RECTOVAGINAL Y DE LA VAGINA,N80,True
5760,N80.5,ENDOMETRIOSIS DEL INTESTINO,N80,True
5761,N80.6,ENDOMETRIOSIS EN CICATRIZ CUTANEA,N80,True
5762,N80.8,OTRAS ENDOMETRIOSIS,N80,True
5763,N80.9,"ENDOMETRIOSIS, NO ESPECIFICADA",N80,True
5764,N81,PROLAPSO GENITAL FEMENINO,N81,True
5765,N81.0,URETROCELE FEMENINO,N81,True
5766,N81.1,CISTOCELE,N81,True
5767,N81.2,PROLAPSO UTEROVAGINAL INCOMPLETO,N81,True
5768,N81.3,PROLAPSO UTEROVAGINAL COMPLETO,N81,True
5769,N81.4,"PROLAPSO UTEROVAGINAL, SIN OTRA ESPECIFICACION",N81,True
5770,N81.5,ENTEROCELE VAGINAL,N81,True
5771,N81.6,RECTOCELE,N81,True
5772,N81.8,OTROS PROLAPSOS GENITALES FEMENINOS,N81,True
5773,N81.9,"PROLAPSO GENITAL FEMENINO, NO ESPECIFICADO",N81,True
5774,N82,FISTULAS QUE AFECTAN EL TRACTO GENITAL FEMENINO,N82,True
5775,N82.0,FISTULA VESICOVAGINAL,N82,True
5776,N82.1,OTRAS FISTULAS DE LAS VIAS GENITOURINARIAS FEMENINAS,N82,True
5777,N82.2,FISTULA DE LA VAGINA AL INTESTINO DELGADO,N82,True
5778,N82.3,FISTULA DE LA VAGINA AL INTESTINO GRUESO,N82,True
5779,N82.4,OTRAS FISTULAS DEL TRACTO GENITAL FEMENINO AL TRACTO INTESTINAL,N82,True
5780,N82.5,FISTULA DEL TRACTO GENITAL FEMENINO A LA PIEL,N82,True
5781,N07.7,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",N07,True
5782,N07.8,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, OTRAS",N07,True
5783,N07.9,"NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, NO ESPECIFICADA",N07,True
5784,N08,TRASTORNOS GLOMERULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N08,True
5785,N08.0,TRASTORNOS GLOMERULARES EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,N08,True
5786,N08.1,TRASTORNOS GLOMERULARES EN ENFERMEDADES NEOPLASICAS,N08,True
5787,N08.2,TRASTORNOS GLOMERULARES EN ENFERMEDADES DE LA SANGRE Y OTROS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO,N08,True
5788,N08.3,TRASTORNOS GLOMERULARES EN DIABETES MELLITUS (E10-E14+ CON CUARTO CARACTER COMUN .2),N08,True
5789,N08.4,"TRASTORNOS GLOMERULARES EN OTRAS ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS",N08,True
5790,N08.5,TRASTORNOS GLOMERULARES EN TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO,N08,True
5791,N08.8,TRASTORNOS GLOMERULARES EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,N08,True
5792,N10,NEFRITIS TUBULOINTERSTICIAL AGUDA,N10,True
5793,N11,NEFRITIS TUBULOINTERSTICIAL CRONICA,N11,True
5794,N11.0,PIELONEFRITIS CRONICA NO OBSTRUCTIVA ASOCIADA CON REFLUJO,N11,True
5795,N11.1,PIELONEFRITIS CRONICA OBSTRUCTIVA,N11,True
5796,N11.8,OTRAS NEFRITIS TUBULOINTERSTICIALES CRONICAS,N11,True
5797,N11.9,"NEFRITIS TUBULOINTERSTICIAL CRONICA, SIN OTRA ESPECIFICACION",N11,True
5798,N12,"NEFRITIS TUBULOINTERSTICIAL, NO ESPECIFICADA COMO AGUDA O CRONICA",N12,True
5799,N13,UROPATIA OBSTRUCTIVA Y POR REFLUJO,N13,True
5800,N13.0,HIDRONEFROSIS CON OBSTRUCCION DE LA UNION URETERO-PELVICA,N13,True
5801,N13.1,"HIDRONEFROSIS CON ESTRECHEZ URETERAL, NO CLASIFICADA EN OTRA PARTE",N13,True
5802,N13.2,HIDRONEFROSIS CON OBSTRUCCION POR CALCULOS DEL RIÑON Y DEL URETER,N13,True
5803,N13.3,OTRAS HIDRONEFROSIS Y LAS NO ESPECIFICADAS,N13,True
5804,N13.4,HIDROURETER,N13,True
5805,N13.5,TORSION Y ESTRECHEZ DEL URETER SIN HIDRONEFROSIS,N13,True
5806,N13.6,PIONEFROSIS,N13,True
5807,N13.7,UROPATIA ASOCIADA CON REFLUJO VESICOURETERAL,N13,True
5808,N13.8,OTRAS UROPATIAS OBSTRUCTIVAS Y POR REFLUJO,N13,True
5809,N13.9,"UROPATIA OBSTRUCTIVA Y POR REFLUJO, SIN OTRA ESPECIFICACION",N13,True
5810,N14,AFECCIONES TUBULARES Y TUBULOINTERSTICIALES INDUCIDAS POR DROGAS Y POR METALES PESADOS,N14,True
5811,N14.0,NEFROPATIA INDUCIDA POR ANALGESICOS,N14,True
5812,N14.1,"NEFROPATIA INDUCIDA POR OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS",N14,True
5813,N14.2,"NEFROPATIA INDUCIDA POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS",N14,True
5814,N14.3,NEFROPATIA INDUCIDA POR METALES PESADOS,N14,True
5815,N14.4,"NEFROPATIA TOXICA, NO CLASIFICADA EN OTRA PARTE",N14,True
5816,N15,OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES,N15,True
5817,N15.0,NEFROPATIA DE LOS BALCANES,N15,True
5818,N15.1,ABSCESO RENAL Y PERIRRENAL,N15,True
5819,N15.8,OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES ESPECIFICADAS,N15,True
