id,codigo_cie10,nombre,categoria,activo
6666,O07,INTENTO FALLIDO DE ABORTO,O07,True
6667,O07.0,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR INFECCION GENITAL Y PELVIANA",O07,True
6668,O07.1,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA",O07,True
6669,O07.2,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR EMBOLIA",O07,True
6670,O07.3,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, CON OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS",O07,True
6671,O07.4,"FALLA DE LA INDUCCION MEDICA DEL ABORTO, SIN COMPLICACION",O07,True
6672,O07.5,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR INFECCION GENITAL Y PELVIANA",O07,True
6673,O07.6,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR HEMORRAGIA EXCESIVA O TARDIA",O07,True
6674,O07.7,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR EMBOLIA",O07,True
6675,O07.8,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, CON OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS",O07,True
6676,O07.9,"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, SIN COMPLICACION",O07,True
6677,O08,"COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO  MOLAR",O08,True
6678,O08.0,"INFECCION GENITAL Y PELVIANA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6679,O08.1,"HEMORRAGIA EXCESIVA O TARDIA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6680,O08.2,"EMBOLIA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6681,O08.3,"CHOQUE CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6682,O08.4,"INSUFICIENCIA RENAL CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6683,O08.5,"TRASTORNO METABOLICO CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6684,O08.6,"LESION DE ORGANOS O TEJIDOS DE LA PELVIS CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6685,O08.7,"OTRAS COMPLICACIONES VENOSAS CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6686,O08.8,"OTRAS COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6687,O08.9,"COMPLICACION NO ESPECIFICADA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR",O08,True
6688,O10,"HIPERTENSION PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",O10,True
6689,O10.0,"HIPERTENSION ESENCIAL PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",O10,True
6690,O10.1,"ENFERMEDAD CARDIACA HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",O10,True
6691,O10.2,"ENFERMEDAD RENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",O10,True
6692,O10.3,"ENFERMEDAD CARDIORRENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",O10,True
6693,O10.4,"HIPERTENSION SECUNDARIA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",O10,True
6694,O10.9,"HIPERTENSION PREEXISTENTE NO ESPECIFICADA, QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO",O10,True
6695,O11,"TRASTORNOS HIPERTENSIVOS PREEXISTENTES, CON PROTEINURIA AGREGADA",O11,True
6696,O12,EDEMA Y PROTEINURIA GESTACIONALES [INDUCIDOS POR EL EMBARAZO] SIN HIPERTENSION,O12,True
6697,O12.0,EDEMA GESTACIONAL,O12,True
6698,O12.1,PROTEINURIA GESTACIONAL,O12,True
6699,O12.2,EDEMA GESTACIONAL CON PROTEINURIA,O12,True
6700,O13,HIPERTENSION GESTACIONAL [INDUCIDA POR EL EMBARAZO] SIN PROTEINURIA SIGNIFICATIVA,O13,True
6701,O14,HIPERTENSION GESTACIONAL [INDUCIDA POR EL EMBARAZO] CON PROTEINURIA SIGNIFICATIVA,O14,True
6702,O14.0,PREECLAMPSIA MODERADA,O14,True
6703,O14.1,PREECLAMPSIA SEVERA,O14,True
6704,O14.9,"PREECLAMPSIA, NO ESPECIFICADA",O14,True
6705,O15,ECLAMPSIA,O15,True
6706,O15.0,ECLAMPSIA EN EL EMBARAZO,O15,True
6707,O15.1,ECLAMPSIA DURANTE EL TRABAJO DE PARTO,O15,True
6708,O15.2,ECLAMPSIA EN EL PUERPERIO,O15,True
6709,O15.9,"ECLAMPSIA, EN PERIODO NO ESPECIFICADO",O15,True
6710,O16,"HIPERTENSION MATERNA, NO ESPECIFICADA",O16,True
6711,O20,HEMORRAGIA PRECOZ DEL EMBARAZO,O20,True
6712,O20.0,AMENAZA DE ABORTO,O20,True
6713,O20.8,OTRAS HEMORRAGIAS PRECOCES DEL EMBARAZO,O20,True
6714,O20.9,"HEMORRAGIA PRECOZ DEL EMBARAZO, SIN OTRA ESPECIFICACION",O20,True
6715,O21,VOMITOS EXCESIVOS EN EL EMBARAZO,O21,True
6716,O21.0,HIPEREMESIS GRAVIDICA LEVE,O21,True
6717,O21.1,HIPEREMESIS GRAVIDICA CON TRASTORNOS METABOLICOS,O21,True
6718,O21.2,HIPEREMESIS GRAVIDICA TARDIA,O21,True
6719,O21.8,OTROS VOMITOS QUE COMPLICAN EL EMBARAZO,O21,True
6720,O21.9,"VOMITOS DEL EMBARAZO, NO ESPECIFICADOS",O21,True
6721,O22,COMPLICACIONES VENOSAS EN EL EMBARAZO,O22,True
6722,O22.0,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES EN EL EMBARAZO,O22,True
6723,O22.1,VARICES GENITALES EN EL EMBARAZO,O22,True
6724,O22.2,TROMBOFLEBITIS SUPERFICIAL EN EL EMBARAZO,O22,True
6725,O22.3,FLEBOTROMBOSIS PROFUNDA EN EL EMBARAZO,O22,True
6726,O22.4,HEMORROIDES EN EL EMBARAZO,O22,True
6727,O22.5,TROMBOSIS VENOSA CEREBRAL EN EL EMBARAZO,O22,True
6728,O22.8,OTRAS COMPLICACIONES VENOSAS EN EL EMBARAZO,O22,True
6729,O22.9,COMPLICACION VENOSA NO ESPECIFICADA EN EL EMBARAZO,O22,True
6730,O23,INFECCION DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO,O23,True
6731,O23.0,INFECCION DEL RIÑON EN EL EMBARAZO,O23,True
6732,O23.1,INFECCION DE LA VEJIGA URINARIA EN EL EMBARAZO,O23,True
6733,O23.2,INFECCION DE LA URETRA EN EL EMBARAZO,O23,True
6734,O23.3,INFECCION DE OTRAS PARTES DE LAS VIAS URINARIAS EN EL EMBARAZO,O23,True
6735,O23.4,INFECCION NO ESPECIFICADA DE LAS VIAS URINARIAS EN EL EMBARAZO,O23,True
6736,O23.5,INFECCION GENITAL EN EL EMBARAZO,O23,True
6737,O23.9,OTRAS INFECCIONES Y LAS NO ESPECIFICADAS DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO,O23,True
6738,O24,DIABETES MELLITUS EN EL EMBARAZO,O24,True
6739,O24.0,"DIABETES MELLITUS PREEXISTENTE INSULINODEPENDIENTE, EN EL EMBARAZO",O24,True
6740,O24.1,"DIABETES MELLITUS PREEXISTENTE NO INSULINODEPENDIENTE, EN EL EMBARAZO",O24,True
6741,O24.2,"DIABETES MELLITUS PREEXISTENTE RELACIONADA CON DESNUTRICION, EN EL EMBARAZO",O24,True
6742,O24.3,"DIABETES MELLITUS PREEXISTENTE, SIN OTRA ESPECIFICACION, EN EL EMBARAZO",O24,True
6743,O24.4,DIABETES MELLITUS QUE SE ORIGINA CON EL EMBARAZO,O24,True
6744,O24.9,"DIABETES MELLITUS NO ESPECIFICADA, EN EL EMBARAZO",O24,True
6745,O25,DESNUTRICION EN EL EMBARAZO,O25,True
6746,O26,ATENCION A LA MADRE POR OTRAS COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL EMBARAZO,O26,True
6747,O26.0,AUMENTO EXCESIVO DE PESO EN EL EMBARAZO,O26,True
6748,O26.1,AUMENTO PEQUEÑO DE PESO EN EL EMBARAZO,O26,True
6749,O26.2,ATENCION DEL EMBARAZO EN UNA ABORTADORA HABITUAL,O26,True
6750,O26.3,RETENCION DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO EN EL EMBARAZO,O26,True
6751,O26.4,HERPES GESTACIONAL,O26,True
6752,O26.5,SINDROME DE HIPOTENSION MATERNA,O26,True
6753,O26.6,"TRASTORNOS DEL HIGADO EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",O26,True
6754,O26.7,"SUBLUXACION DE LA SINFISIS (DEL PUBIS) EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",O26,True
6755,O26.8,OTRAS COMPLICACIONES ESPECIFICADAS RELACIONADAS CON EL EMBARAZO,O26,True
6756,O26.9,"COMPLICACION RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA",O26,True
6757,O28,HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6758,O28.0,HALLAZGO HEMATOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6759,O28.1,HALLAZGO BIOQUIMICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6760,O28.2,HALLAZGO CITOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6761,O28.3,HALLAZGO ULTRASONICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6762,O28.4,HALLAZGO RADIOLOGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6763,O28.5,HALLAZGO CROMOSOMICO O GENETICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6764,O28.8,OTROS HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6765,O28.9,HALLAZGO ANORMAL NO ESPECIFICADO EN EL EXAMEN PRENATAL DE LA MADRE,O28,True
6766,O29,COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,O29,True
6767,O29.0,COMPLICACIONES PULMONARES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,O29,True
6768,O29.1,COMPLICACIONES CARDIACAS DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,O29,True
6769,O29.2,COMPLICACIONES DEL SISTEMA NERVIOSO CENTRAL DEBIDAS A LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,O29,True
6770,O29.3,REACCION TOXICA A LA ANESTESIA LOCAL ADMINISTRADA DURANTE EL EMBARAZO,O29,True
6771,O29.4,CEFALALGIA INDUCIDA POR LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO,O29,True
6772,O29.5,OTRAS COMPLICACIONES DE LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO,O29,True
6773,O29.6,FALLA O DIFICULTAD EN LA INTUBACION DURANTE EL EMBARAZO,O29,True
6774,O29.8,OTRAS COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,O29,True
6775,O29.9,COMPLICACION NO ESPECIFICADA DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO,O29,True
6776,O30,EMBARAZO MULTIPLE,O30,True
6777,O30.0,EMBARAZO DOBLE,O30,True
6778,O30.1,EMBARAZO TRIPLE,O30,True
6779,O30.2,EMBARAZO CUADRUPLE,O30,True
6780,O30.8,OTROS EMBARAZOS MULTIPLES,O30,True
6781,O30.9,"EMBARAZO MULTIPLE, NO ESPECIFICADO",O30,True
6782,O31,COMPLICACIONES ESPECIFICAS DEL EMBARAZO MULTIPLE,O31,True
6783,O31.0,FETO PAPIRACEO,O31,True
6784,O31.1,EMBARAZO QUE CONTINUA DESPUES DEL ABORTO DE UN FETO O MAS,O31,True
6785,O31.2,EMBARAZO QUE CONTINUA DESPUES DE LA MUERTE INTRAUTERINA DE UN FETO O MAS,O31,True
6786,O31.8,OTRAS COMPLICACIONES ESPECIFICAS DEL EMBARAZO MULTIPLE,O31,True
6787,O32,"ATENCION MATERNA POR PRESENTACION ANORMAL DEL FETO, CONOCIDA O PRESUNTA",O32,True
6788,O32.0,ATENCION MATERNA POR POSICION FETAL INESTABLE,O32,True
6789,O32.1,ATENCION MATERNA POR PRESENTACION DE NALGAS,O32,True
6790,O32.2,ATENCION MATERNA POR POSICION FETAL OBLICUA O TRANSVERSA,O32,True
6791,O32.3,"ATENCION MATERNA POR PRESENTACION DE CARA, DE FRENTE O DE MENTON",O32,True
6792,O32.4,ATENCION MATERNA POR CABEZA ALTA EN GESTACION A TERMINO,O32,True
6793,O32.5,ATENCION MATERNA POR EMBARAZO MULTIPLE CON PRESENTACION ANORMAL DE UN FETO O MAS,O32,True
6794,O32.6,ATENCION MATERNA POR PRESENTACION COMPUESTA,O32,True
6795,O32.8,ATENCION MATERNA POR OTRAS PRESENTACIONES ANORMALES DEL FETO,O32,True
6796,O32.9,ATENCION MATERNA POR PRESENTACION ANORMAL NO ESPECIFICADA DEL FETO,O32,True
6797,O33,ATENCION MATERNA POR DESPROPORCION CONOCIDA O PRESUNTA,O33,True
6798,O33.0,ATENCION MATERNA POR DESPROPORCION DEBIDA A DEFORMIDAD DE LA PELVIS OSEA EN LA MADRE,O33,True
6799,O33.1,ATENCION MATERNA POR DESPROPORCION DEBIDA A ESTRECHEZ GENERAL DE LA PELVIS,O33,True
6800,O33.2,ATENCION MATERNA POR DESPROPORCION DEBIDA A DISMINUCION DEL ESTRECHO SUPERIOR DE LA PELVIS,O33,True
6801,O33.3,ATENCION MATERNA POR DESPROPORCION DEBIDA A DISMINUCION DEL ESTRECHO INFERIOR DE LA PELVIS,O33,True
6802,O33.4,"ATENCION MATERNA POR DESPROPORCION FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL",O33,True
6803,O33.5,ATENCION MATERNA POR DESPROPORCION DEBIDA A FETO DEMASIADO GRANDE,O33,True
6804,O33.6,ATENCION MATERNA POR DESPROPORCION DEBIDA A FETO HIDROCEFALICO,O33,True
6805,O33.7,ATENCION MATERNA POR DESPROPORCION DEBIDA A OTRA DEFORMIDAD FETAL,O33,True
6806,O33.8,ATENCION MATERNA POR DESPROPORCION DE OTRO ORIGEN,O33,True
6807,O33.9,ATENCION MATERNA POR DESPROPORCION DE ORIGEN NO ESPECIFICADO,O33,True
6808,O34,ATENCION MATERNA POR ANORMALIDADES CONOCIDAS O PRESUNTAS DE LOS ORGANOS PELVIANOS DE LA MADRE,O34,True
6809,O34.0,ATENCION MATERNA POR ANOMALIA CONGENITA DEL UTERO,O34,True
6810,O34.1,ATENCION MATERNA POR TUMOR DEL CUERPO DEL UTERO,O34,True
6811,O34.2,ATENCION MATERNA POR CICATRIZ UTERINA DEBIDA A CIRUGIA PREVIA,O34,True
6812,O34.3,ATENCION MATERNA POR INCOMPETENCIA DEL CUELLO UTERINO,O34,True
6813,O34.4,ATENCION MATERNA POR OTRA ANORMALIDAD DEL CUELLO UTERINO,O34,True
6814,O34.5,ATENCION MATERNA POR OTRAS ANORMALIDADES DEL UTERO GRAVIDO,O34,True
6815,O34.6,ATENCION MATERNA POR ANORMALIDAD DE LA VAGINA,O34,True
6816,O34.7,ATENCION MATERNA POR ANORMALIDAD DE LA VULVA Y DEL PERINEO,O34,True
6817,O34.8,ATENCION MATERNA POR OTRAS ANORMALIDADES DE LOS ORGANOS PELVIANOS,O34,True
6818,O34.9,ATENCION MATERNA POR ANORMALIDAD NO ESPECIFICADA DE ORGANO PELVIANO,O34,True
6819,O35,"ATENCION MATERNA POR ANORMALIDAD O LESION FETAL, CONOCIDA O PRESUNTA",O35,True
6820,O35.0,ATENCION MATERNA POR (PRESUNTA) MALFORMACION DEL SISTEMA NERVIOSO CENTRAL EN EL FETO,O35,True
6821,O35.1,ATENCION MATERNA POR (PRESUNTA) ANORMALIDAD CROMOSOMICA EN EL FETO,O35,True
6822,P71.8,OTROS TRASTORNOS NEONATALES TRANSITORIOS DEL METABOLISMO DEL CALCIO Y DEL MAGNESIO,P71,True
6823,P71.9,TRASTORNO NEONATAL TRANSITORIO NO ESPECIFICADO DEL METABOLISMO DEL CALCIO Y DEL MAGNESIO,P71,True
6824,P72,OTROS TRASTORNOS ENDOCRINOS NEONATALES TRANSITORIOS,P72,True
6825,P72.0,"BOCIO NEONATAL, NO CLASIFICADO EN OTRA PARTE",P72,True
6826,P72.1,HIPERTIROIDISMO NEONATAL TRANSITORIO,P72,True
6827,P72.2,"OTROS TRASTORNOS NEONATALES TRANSITORIOS DE LA FUNCION TIROIDEA, NO CLASIFICADOS EN OTRA PARTE",P72,True
6828,P72.8,OTROS TRASTORNOS ENDOCRINOS NEONATALES TRANSITORIOS ESPECIFICADOS,P72,True
6829,P72.9,"TRASTORNO ENDOCRINO NEONATAL TRANSITORIO, NO ESPECIFICADO",P72,True
6830,P74,OTRAS ALTERACIONES METABOLICAS Y ELECTROLITICAS NEONATALES TRANSITORIAS,P74,True
6831,P74.0,ACIDOSIS METABOLICA TARDIA DEL RECIEN NACIDO,P74,True
6832,P74.1,DESHIDRATACION DEL RECIEN NACIDO,P74,True
6833,P74.2,ALTERACIONES DEL EQUILIBRIO DEL SODIO EN EL RECIEN NACIDO,P74,True
6834,P74.3,ALTERACIONES DEL EQUILIBRIO DEL POTASIO EN EL RECIEN NACIDO,P74,True
6835,P74.4,OTRAS ALTERACIONES ELECTROLITICAS TRANSITORIAS DEL RECIEN NACIDO,P74,True
6836,P74.5,TIROSINEMIA TRANSITORIA DEL RECIEN NACIDO,P74,True
6837,P74.8,OTRAS ALTERACIONES METABOLICAS TRANSITORIAS DEL RECIEN NACIDO,P74,True
6838,P74.9,"TRASTORNO METABOLICO TRANSITORIO DEL RECIEN NACIDO, NO ESPECIFICADO",P74,True
6839,P75,ILEO MECONIAL (E84.1+),P75,True
6840,P76,OTRAS OBSTRUCCIONES INTESTINALES DEL RECIEN NACIDO,P76,True
6841,P76.0,SINDROME DEL TAPON DE MECONIO,P76,True
6842,P76.1,ILEO TRANSITORIO DEL RECIEN NACIDO,P76,True
6843,P76.2,OBSTRUCCION INTESTINAL DEBIDA A LA LECHE ESPESA,P76,True
6844,P76.8,OTRAS OBSTRUCCIONES INTESTINALES ESPECIFICADAS DEL RECIEN NACIDO,P76,True
6845,P76.9,"OBSTRUCCION INTESTINAL DEL RECIEN NACIDO, NO ESPECIFICADA",P76,True
6846,P77,ENTEROCOLITIS NECROTIZANTE DEL FETO Y DEL RECIEN NACIDO,P77,True
6847,P78,OTROS TRASTORNOS PERINATALES DEL SISTEMA DIGESTIVO,P78,True
6848,P78.0,PERFORACION INTESTINAL PERINATAL,P78,True
6849,P78.1,OTRAS PERITONITIS NEONATALES,P78,True
6850,P78.2,HEMATEMESIS Y MELENA NEONATALES DEBIDAS A LA DEGLUCION DE SANGRE MATERNA,P78,True
6851,P78.3,DIARREA NEONATAL NO INFECCIOSA,P78,True
6852,P78.8,OTROS TRASTORNOS PERINATALES ESPECIFICOS DEL SISTEMA DIGESTIVO,P78,True
6853,P78.9,"TRASTORNO PERINATAL DEL SISTEMA DIGESTIVO, NO ESPECIFICADO",P78,True
6854,P80,HIPOTERMIA DEL RECIEN NACIDO,P80,True
6855,P80.0,SINDROME DEL ENFRIAMIENTO,P80,True
6856,P80.8,OTRAS HIPOTERMIAS DEL RECIEN NACIDO,P80,True
6857,P80.9,"HIPOTERMIA DEL RECIEN NACIDO, NO ESPECIFICADA",P80,True
6858,P81,OTRAS ALTERACIONES DE LA REGULACION DE LA TEMPERATURA EN EL RECIEN NACIDO,P81,True
6859,P81.0,HIPERTERMIA DEL RECIEN NACIDO INDUCIDA POR LAS CONDICIONES AMBIENTALES,P81,True
6860,P81.8,OTRAS ALTERACIONES ESPECIFICADAS DE LA REGULACION DE LA TEMPERATURA DEL RECIEN NACIDO,P81,True
6861,P81.9,ALTERACION NO ESPECIFICADA DE LA REGULACION DE LA TEMPERATURA EN EL RECIEN NACIDO,P81,True
6862,P83,OTRAS AFECCIONES DE LA PIEL ESPECIFICAS DEL FETO Y DEL RECIEN NACIDO,P83,True
6863,P83.0,ESCLEREMA NEONATAL,P83,True
6864,P83.1,ERITEMA TOXICO NEONATAL,P83,True
6865,P83.2,HIDROPESIA FETAL NO DEBIDA A ENFERMEDAD HEMOLITICA,P83,True
6866,P83.3,"OTROS EDEMAS Y LOS NO ESPECIFICADOS, PROPIOS DEL FETO Y DEL RECIEN NACIDO",P83,True
6867,P83.4,INGURGITACION MAMARIA DEL RECIEN NACIDO,P83,True
6868,P83.5,HIDROCELE CONGENITO,P83,True
6869,P83.6,POLIPO UMBILICAL DEL RECIEN NACIDO,P83,True
6870,P83.8,"OTRAS AFECCIONES ESPECIFICADAS DE LA PIEL, PROPIAS DEL FETO Y DEL RECIEN NACIDO",P83,True
6871,P83.9,"AFECCION NO ESPECIFICADA DE LA PIEL, PROPIA DEL FETO Y DEL RECIEN NACIDO",P83,True
6872,P90,CONVULSIONES DEL RECIEN NACIDO,P90,True
6873,P91,OTRAS ALTERACIONES CEREBRALES DEL RECIEN NACIDO,P91,True
6874,P91.0,ISQUEMIA CEREBRAL NEONATAL,P91,True
6875,P91.1,QUISTES PERIVENTRICULARES ADQUIRIDOS DEL RECIEN NACIDO,P91,True
6876,P91.2,LEUCOMALACIA CEREBRAL NEONATAL,P91,True
6877,P91.3,IRRITABILIDAD CEREBRAL NEONATAL,P91,True
6878,P91.4,DEPRESION CEREBRAL NEONATAL,P91,True
6879,P91.5,COMA NEONATAL,P91,True
6880,P91.8,OTRAS ALTERACIONES CEREBRALES ESPECIFICADAS DEL RECIEN NACIDO,P91,True
6881,P91.9,ALTERACION CEREBRAL NO ESPECIFICADA DEL RECIEN NACIDO,P91,True
6882,P92,PROBLEMAS DE LA INGESTION DE ALIMENTOS DEL RECIEN NACIDO,P92,True
6883,P92.0,VOMITOS DEL RECIEN NACIDO,P92,True
6884,P92.1,REGURGITACION Y RUMIACION DEL RECIEN NACIDO,P92,True
6885,P92.2,LENTITUD EN LA INGESTION DE ALIMENTOS DEL RECIEN NACIDO,P92,True
6886,P92.3,HIPOALIMENTACION DEL RECIEN NACIDO,P92,True
6887,P92.4,HIPERALIMENTACION DEL RECIEN NACIDO,P92,True
6888,P92.5,DIFICULTAD NEONATAL EN LA LACTANCIA MATERNA,P92,True
6889,P92.8,OTROS PROBLEMAS DE ALIMENTACION DEL RECIEN NACIDO,P92,True
6890,P92.9,PROBLEMA NO ESPECIFICADO DE LA ALIMENTACION DEL RECIEN NACIDO,P92,True
6891,P93,REACCIONES E INTOXICACIONES DEBIDAS A DROGAS ADMINISTRADAS AL FETO Y AL RECIEN NACIDO,P93,True
6892,P94,TRASTORNOS DEL TONO MUSCULAR EN EL RECIEN NACIDO,P94,True
6893,P94.0,MIASTENIA GRAVE NEONATAL TRANSITORIA,P94,True
6894,P94.1,HIPERTONIA CONGENITA,P94,True
6895,P94.2,HIPOTONIA CONGENITA,P94,True
6896,P94.8,OTROS TRASTORNOS DEL TONO MUSCULAR EN EL RECIEN NACIDO,P94,True
6897,P94.9,TRASTORNO NO ESPECIFICADO DEL TONO MUSCULAR EN EL RECIEN NACIDO,P94,True
6898,P95,MUERTE FETAL DE CAUSA NO ESPECIFICADA,P95,True
6899,P96,OTRAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL,P96,True
6900,P96.0,INSUFICIENCIA RENAL CONGENITA,P96,True
6901,P96.1,SINTOMAS NEONATALES DE ABSTINENCIA POR DROGADICCION MATERNA,P96,True
6902,P96.2,SINTOMAS DE ABSTINENCIA POR EL USO TERAPEUTICO DE DROGAS EN EL RECIEN NACIDO,P96,True
6903,P96.3,AMPLITUD DE LAS SUTURAS CRANEALES DEL RECIEN NACIDO,P96,True
6904,P96.4,"TERMINACION DEL EMBARAZO, FETO Y RECIEN NACIDO",P96,True
6905,P96.5,"COMPLICACIONES DE PROCEDIMIENTOS INTRAUTERINOS, NO CLASIFICADOS EN OTRA PARTE",P96,True
6906,P96.8,OTRAS AFECCIONES ESPECIFICADAS ORIGINADAS EN EL PERIODO PERINATAL,P96,True
6907,P96.9,AFECCION NO ESPECIFICADA ORIGINADA EN EL PERIODO PERINATAL,P96,True
6908,Q00,ANENCEFALIA Y MALFORMACIONES CONGENITAS SIMILARES,Q00,True
6909,Q00.0,ANENCEFALIA,Q00,True
6910,Q00.2,INIENCEFALIA,Q00,True
6911,Q01,ENCEFALOCELE,Q01,True
6912,Q01.0,ENCEFALOCELE FRONTAL,Q01,True
6913,Q18.2,OTRAS MALFORMACIONES DE LAS HENDIDURAS BRANQUIALES,Q18,True
6914,Q18.3,PTERIGION DEL CUELLO,Q18,True
6915,Q18.4,MACROSTOMIA,Q18,True
6916,Q18.5,MICROSTOMIA,Q18,True
6917,Q18.6,MACROQUEILIA,Q18,True
6918,Q18.7,MICROQUEILIA,Q18,True
6919,Q18.8,OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE CARA Y CUELLO,Q18,True
6920,Q18.9,"MALFORMACION CONGENITA DE LA CARA Y DEL CUELLO, NO ESPECIFICADA",Q18,True
6921,Q20,MALFORMACIONES CONGENITAS DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES,Q20,True
6922,Q20.0,TRONCO ARTERIOSO COMUN,Q20,True
6923,Q20.1,TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO DERECHO,Q20,True
6924,Q20.2,TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO IZQUIERDO,Q20,True
6925,Q20.3,DISCORDANCIA DE LA CONEXION VENTRICULOARTERIAL,Q20,True
6926,Q20.4,VENTRICULO CON DOBLE ENTRADA,Q20,True
6927,Q20.5,DISCORDANCIA DE LA CONEXION AURICULOVENTRICULAR,Q20,True
6928,Q20.6,ISOMERISMO DE LOS APENDICES AURICULARES,Q20,True
6929,Q20.8,OTRAS MALFORMACIONES CONGENITAS DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES,Q20,True
6930,Q20.9,"MALFORMACION CONGENITA DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES, NO ESPECIFICADA",Q20,True
6931,Q21,MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS,Q21,True
6932,Q21.0,DEFECTO DEL TABIQUE VENTRICULAR,Q21,True
6933,Q21.1,DEFECTO DEL TABIQUE AURICULAR,Q21,True
6934,Q21.2,DEFECTO DEL TABIQUE AURICULOVENTRICULAR,Q21,True
6935,Q21.3,TETRALOGIA DE FALLOT,Q21,True
